  0.0000000000000000E+00  0.0000000000000000E+00  0.1155818465661956E+00  0.1155818465661956E+00 -0.1272356383126073E+00  0.0000000000000000E+00  0.7752527606355011E-23  0.0000000000000000E+00  0.0000000000000000E+00  0.2903838267816374E-01
  0.3846153846150000E-02  0.0000000000000000E+00  0.1155818448637529E+00  0.1155818448637529E+00 -0.1272356315028163E+00  0.0000000000000000E+00  0.2194985324321514E-06  0.0000000000000000E+00  0.0000000000000000E+00  0.2903837086241623E-01
  0.7692307692299999E-02  0.0000000000000000E+00  0.1155818397035092E+00  0.1155818397035092E+00 -0.1272356108619198E+00  0.0000000000000000E+00  0.8848133251024512E-06  0.0000000000000000E+00  0.0000000000000000E+00  0.2903833504820248E-01
  0.1153846153845000E-01  0.0000000000000000E+00  0.1155818310046610E+00  0.1155818310046610E+00 -0.1272355760669753E+00  0.0000000000000000E+00  0.2006350491247994E-05  0.0000000000000000E+00  0.0000000000000000E+00  0.2903827467527868E-01
  0.1538461538460000E-01  0.0000000000000000E+00  0.1155818186844637E+00  0.1155818186844637E+00 -0.1272355267874594E+00  0.0000000000000000E+00  0.3594759122136640E-05  0.0000000000000000E+00  0.0000000000000000E+00  0.2903818917034351E-01
  0.1923076923075000E-01  0.0000000000000000E+00  0.1155818026581774E+00  0.1155818026581774E+00 -0.1272354626850640E+00  0.0000000000000000E+00  0.5660937304305785E-05  0.0000000000000000E+00  0.0000000000000000E+00  0.2903807794666472E-01
  0.2307692307690000E-01  0.0000000000000000E+00  0.1155817828390039E+00  0.1155817828390039E+00 -0.1272353834134823E+00  0.0000000000000000E+00  0.8216038579187712E-05  0.0000000000000000E+00  0.0000000000000000E+00  0.2903794040372853E-01
  0.2692307692304999E-01  0.0000000000000000E+00  0.1155817591380357E+00  0.1155817591380357E+00 -0.1272352886182034E+00  0.0000000000000000E+00  0.1127147859526150E-04  0.0000000000000000E+00  0.0000000000000000E+00  0.2903777592688147E-01
  0.3076923076920000E-01  0.0000000000000000E+00  0.1155817314641959E+00  0.1155817314641959E+00 -0.1272351779362929E+00  0.0000000000000000E+00  0.1483894195239456E-04  0.0000000000000000E+00  0.0000000000000000E+00  0.2903758388695941E-01
  0.3461538461534999E-01  0.0000000000000000E+00  0.1155816997241762E+00  0.1155816997241762E+00 -0.1272350509961671E+00  0.0000000000000000E+00  0.1893038924608395E-04  0.0000000000000000E+00  0.0000000000000000E+00  0.2903736363990574E-01
  0.3846153846150000E-01  0.0000000000000000E+00  0.1155816638223763E+00  0.1155816638223763E+00 -0.1272349074173647E+00  0.0000000000000000E+00  0.2355806431868024E-04  0.0000000000000000E+00  0.0000000000000000E+00  0.2903711452637907E-01
  0.4230769230765000E-01  0.0000000000000000E+00  0.1155816236608391E+00  0.1155816236608391E+00 -0.1272347468103081E+00  0.0000000000000000E+00  0.2873450172455929E-04  0.0000000000000000E+00  0.0000000000000000E+00  0.2903683587134875E-01
  0.4615384615380000E-01  0.0000000000000000E+00  0.1155815791391809E+00  0.1155815791391809E+00 -0.1272345687760552E+00  0.0000000000000000E+00  0.3447253441635319E-04  0.0000000000000000E+00  0.0000000000000000E+00  0.2903652698367749E-01
  0.4999999999994999E-01  0.0000000000000000E+00  0.1155815301545261E+00  0.1155815301545261E+00 -0.1272343729060504E+00  0.0000000000000000E+00  0.4078530165957810E-04  0.0000000000000000E+00  0.0000000000000000E+00  0.2903618715569327E-01
  0.5384615384610000E-01  0.0000000000000000E+00  0.1155814766014333E+00  0.1155814766014333E+00 -0.1272341587818608E+00  0.0000000000000000E+00  0.4768625718325174E-04  0.0000000000000000E+00  0.0000000000000000E+00  0.2903581566274680E-01
  0.5769230769225000E-01  0.0000000000000000E+00  0.1155814183718253E+00  0.1155814183718253E+00 -0.1272339259749124E+00  0.0000000000000000E+00  0.5518917757437074E-04  0.0000000000000000E+00  0.0000000000000000E+00  0.2903541176275722E-01
  0.6153846153840000E-01  0.0000000000000000E+00  0.1155813553549093E+00  0.1155813553549093E+00 -0.1272336740462086E+00  0.0000000000000000E+00  0.6330817092439981E-04  0.0000000000000000E+00  0.0000000000000000E+00  0.2903497469574220E-01
  0.6538461538455000E-01  0.0000000000000000E+00  0.1155812874371019E+00  0.1155812874371019E+00 -0.1272334025460487E+00  0.0000000000000000E+00  0.7205768573623783E-04  0.0000000000000000E+00  0.0000000000000000E+00  0.2903450368333565E-01
  0.6923076923070000E-01  0.0000000000000000E+00  0.1155812145019446E+00  0.1155812145019446E+00 -0.1272331110137307E+00  0.0000000000000000E+00  0.8145252010042480E-04  0.0000000000000000E+00  0.0000000000000000E+00  0.2903399792828906E-01
  0.7307692307685000E-01  0.0000000000000000E+00  0.1155811364300219E+00  0.1155811364300219E+00 -0.1272327989772489E+00  0.0000000000000000E+00  0.9150783114969385E-04  0.0000000000000000E+00  0.0000000000000000E+00  0.2903345661395882E-01
  0.7692307692299998E-01  0.0000000000000000E+00  0.1155810530988751E+00  0.1155810530988751E+00 -0.1272324659529833E+00  0.0000000000000000E+00  0.1022391448013039E-03  0.0000000000000000E+00  0.0000000000000000E+00  0.2903287890377770E-01
  0.8076923076915000E-01  0.0000000000000000E+00  0.1155809643829099E+00  0.1155809643829099E+00 -0.1272321114453723E+00  0.0000000000000000E+00  0.1136623657969449E-03  0.0000000000000000E+00  0.0000000000000000E+00  0.2903226394070892E-01
  0.8461538461529998E-01  0.0000000000000000E+00  0.1155808701533082E+00  0.1155808701533082E+00 -0.1272317349465852E+00  0.0000000000000000E+00  0.1257937880503837E-03  0.0000000000000000E+00  0.0000000000000000E+00  0.2903161084668551E-01
